PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1042,"Biological Science Teachers, Postsecondary",detailed,770,19.6,0.220,0.63,*,"95,730",11.0,*,*,*,*,*,"39,490","55,630","76,950","121,530","171,920",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,150,40.4,0.042,0.56,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1052,"Chemistry Teachers, Postsecondary",detailed,370,23.0,0.106,0.72,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1053,"Environmental Science Teachers, Postsecondary",detailed,60,42.2,0.016,0.38,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1054,"Physics Teachers, Postsecondary",detailed,240,22.8,0.070,0.72,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1063,"Economics Teachers, Postsecondary",detailed,220,22.9,0.064,0.72,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1065,"Political Science Teachers, Postsecondary",detailed,410,23.0,0.119,1.04,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1066,"Psychology Teachers, Postsecondary",detailed,800,18.0,0.229,0.88,*,"75,940",12.9,*,*,*,*,*,"18,230","42,590","62,900","91,500","148,400",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1067,"Sociology Teachers, Postsecondary",detailed,270,24.3,0.078,0.82,*,"78,480",13.5,*,*,*,*,*,"24,670","44,680","64,750","93,930","132,270",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1071,"Health Specialties Teachers, Postsecondary",detailed,"1,590",14.2,0.456,0.33,*,"107,050",8.5,*,*,*,*,*,"38,030","60,140","88,340","134,200","199,250",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,690,34.6,0.198,0.51,*,"74,750",5.0,*,*,*,*,*,"43,880","57,380","70,470","84,920","107,290",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1081,"Education Teachers, Postsecondary",detailed,"1,010",17.4,0.289,0.68,*,"59,110",8.4,*,*,*,*,*,"17,630","26,980","58,310","76,160","98,320",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1082,"Library Science Teachers, Postsecondary",detailed,140,20.8,0.039,1.10,*,"62,360",10.8,*,*,*,*,*,"18,420","30,370","59,730","79,160","100,710",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,140,20.4,0.041,0.41,*,"71,650",6.0,*,*,*,*,*,"23,440","48,770","63,940","92,050","122,260",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1112,"Law Teachers, Postsecondary",detailed,190,36.2,0.055,0.46,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1113,"Social Work Teachers, Postsecondary",detailed,150,37.4,0.044,0.50,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"1,920",17.7,0.551,0.83,*,"63,020",14.2,*,*,*,*,*,"17,850","27,940","55,560","77,570","117,040",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1122,"Communications Teachers, Postsecondary",detailed,670,21.3,0.192,0.95,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"1,280",21.3,0.366,0.75,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,510,24.5,0.146,0.76,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1125,"History Teachers, Postsecondary",detailed,540,20.0,0.156,1.05,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,480,36.9,0.137,0.85,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1191,Graduate Teaching Assistants,detailed,"1,830",43.1,0.525,0.55,*,"25,680",10.8,*,*,*,*,*,"16,330","17,380","19,140","29,690","47,510",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1192,"Home Economics Teachers, Postsecondary",detailed,120,36.4,0.034,1.87,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,340,17.7,0.096,0.83,*,"59,580",9.3,*,*,*,*,*,"18,460","32,540","57,320","76,450","96,580",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-1194,"Vocational Education Teachers, Postsecondary",detailed,"3,120",22.4,0.894,1.12,29.33,"61,010",6.4,15.56,18.11,25.01,36.86,54.65,"32,360","37,660","52,030","76,680","113,660",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2011,"Preschool Teachers, Except Special Education",detailed,"11,550",9.5,3.315,1.15,18.13,"37,700",6.9,9.54,11.30,14.49,26.47,30.14,"19,830","23,500","30,130","55,050","62,690",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2012,"Kindergarten Teachers, Except Special Education",detailed,"4,490",13.9,1.287,1.30,*,"54,640",4.5,*,*,*,*,*,"28,310","44,770","56,880","64,010","76,920",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2021,"Elementary School Teachers, Except Special Education",detailed,"37,290",3.2,10.700,1.08,*,"59,670",1.8,*,*,*,*,*,"44,990","52,430","58,840","65,430","77,650",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"19,140",3.1,5.492,1.26,*,"59,360",1.8,*,*,*,*,*,"44,880","52,310","58,510","64,740","77,420",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2023,"Career/Technical Education Teachers, Middle School",detailed,310,4.2,0.089,1.06,*,"60,150",2.1,*,*,*,*,*,"45,980","52,950","58,610","64,340","78,440",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"28,400",2.8,8.148,1.13,*,"61,650",1.6,*,*,*,*,*,"46,260","53,730","60,320","69,220","79,770",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"2,470",4.3,0.710,1.28,*,"62,740",1.7,*,*,*,*,*,"47,820","54,280","60,750","70,450","81,190",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2051,"Special Education Teachers, Preschool",detailed,370,22.1,0.105,0.52,*,"58,750",3.6,*,*,*,*,*,"42,930","53,470","58,670","63,890","75,740",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"2,960",4.5,0.849,0.65,*,"59,640",1.9,*,*,*,*,*,"44,290","52,670","59,240","66,880","77,990",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2053,"Special Education Teachers, Middle School",detailed,"1,890",4.2,0.542,0.88,*,"58,640",1.9,*,*,*,*,*,"44,950","52,730","58,450","64,200","75,450",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2054,"Special Education Teachers, Secondary School",detailed,"2,850",4.7,0.818,0.86,*,"61,280",1.9,*,*,*,*,*,"45,320","53,530","60,290","69,790","79,730",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-2059,"Special Education Teachers, All Other",detailed,170,11.7,0.050,0.19,*,"57,070",2.4,*,*,*,*,*,"21,940","41,030","62,880","73,410","79,760",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"1,740",43.9,0.499,1.17,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-3021,Self-Enrichment Education Teachers,detailed,"4,080",9.3,1.171,0.70,21.79,"45,320",5.7,9.42,13.07,18.59,28.08,38.54,"19,590","27,190","38,670","58,420","80,160",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,"6,280",17.0,1.802,0.87,*,"35,620",4.6,*,*,*,*,*,"18,600","22,220","29,320","46,080","58,350",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-3098,Substitute Teachers,detailed,"15,200",2.8,4.360,1.02,11.74,"24,410",3.0,8.58,9.90,11.20,12.95,14.86,"17,850","20,600","23,300","26,930","30,900",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-4011,Archivists,detailed,**,**,**,**,38.81,"80,710",2.5,17.47,32.67,41.90,47.67,55.08,"36,330","67,950","87,160","99,160","114,580",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-4012,Curators,detailed,130,16.6,0.037,0.46,33.32,"69,310",2.9,17.83,22.59,31.58,37.68,47.98,"37,080","46,990","65,700","78,380","99,800",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-4013,Museum Technicians and Conservators,detailed,120,13.6,0.035,0.40,21.89,"45,540",2.0,13.27,16.05,19.63,23.70,30.59,"27,600","33,380","40,830","49,300","63,640",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-4021,Librarians,detailed,"2,900",3.5,0.831,0.93,30.63,"63,700",1.3,21.98,25.98,29.72,35.53,40.65,"45,720","54,040","61,810","73,910","84,560",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-4031,Library Technicians,detailed,880,7.6,0.252,0.40,15.23,"31,680",2.9,9.55,12.01,14.85,18.04,21.62,"19,870","24,970","30,890","37,520","44,970",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,300,14.5,0.086,1.18,31.65,"65,840",2.4,19.60,26.29,31.06,38.00,45.42,"40,760","54,680","64,600","79,040","94,480",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-9021,Farm and Home Management Advisors,detailed,50,20.8,0.013,0.22,17.12,"35,610",7.2,10.37,12.07,14.74,23.01,28.21,"21,570","25,110","30,650","47,860","58,680",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-9031,Instructional Coordinators,detailed,"3,660",5.9,1.050,0.95,34.34,"71,430",1.3,24.89,28.14,33.78,39.88,47.56,"51,780","58,530","70,260","82,940","98,920",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-9041,Teacher Assistants,detailed,"18,650",3.9,5.353,0.59,*,"24,230",2.2,*,*,*,*,*,"17,000","19,090","23,280","28,560","33,200",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",25-9099,"Education, Training, and Library Workers, All Other",detailed,500,45.1,0.142,0.20,19.87,"41,330",6.2,8.31,10.20,19.75,27.67,31.89,"17,290","21,220","41,090","57,550","66,330",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"42,510",3.7,12.198,0.90,26.17,"54,430",1.8,10.73,14.71,22.44,32.78,46.18,"22,330","30,600","46,680","68,180","96,060",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1011,Art Directors,detailed,700,13.4,0.201,0.75,43.66,"90,820",3.8,23.99,30.34,40.28,53.33,63.67,"49,890","63,110","83,770","110,920","132,430",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1012,Craft Artists,detailed,**,**,**,**,15.20,"31,620",7.2,8.48,10.16,15.10,18.44,24.62,"17,630","21,140","31,410","38,350","51,220",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,130,21.3,0.038,0.48,20.79,"43,240",12.4,8.49,12.32,19.05,29.03,35.65,"17,660","25,620","39,620","60,390","74,150",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1014,Multimedia Artists and Animators,detailed,900,28.9,0.257,1.23,34.11,"70,960",2.5,21.39,26.11,31.52,41.03,49.57,"44,480","54,310","65,570","85,340","103,100",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1019,"Artists and Related Workers, All Other",detailed,**,**,**,**,13.91,"28,940",10.1,8.08,8.96,10.62,13.74,22.63,"16,800","18,640","22,080","28,580","47,080",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1021,Commercial and Industrial Designers,detailed,420,30.6,0.120,0.55,32.51,"67,610",4.7,20.27,24.47,29.66,39.17,46.83,"42,150","50,910","61,690","81,480","97,410",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1022,Fashion Designers,detailed,110,12.2,0.031,0.24,30.87,"64,200",6.8,17.03,21.42,27.39,34.97,44.14,"35,420","44,550","56,960","72,750","91,810",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1023,Floral Designers,detailed,930,14.2,0.267,0.87,12.89,"26,810",5.0,8.60,10.22,12.84,15.67,17.79,"17,890","21,260","26,710","32,600","36,990",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1024,Graphic Designers,detailed,"4,490",6.0,1.288,0.85,24.59,"51,140",2.0,13.16,16.55,23.25,30.33,38.46,"27,380","34,420","48,360","63,090","80,000",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1025,Interior Designers,detailed,"1,830",16.3,0.526,1.34,30.57,"63,590",6.2,16.12,20.36,25.15,35.10,47.83,"33,530","42,340","52,300","73,000","99,490",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1026,Merchandise Displayers and Window Trimmers,detailed,"5,320",12.7,1.527,1.80,14.17,"29,470",2.7,9.61,10.92,13.23,15.97,19.05,"19,980","22,720","27,520","33,220","39,620",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1027,Set and Exhibit Designers,detailed,230,38.0,0.067,0.83,24.68,"51,330",4.0,17.11,20.67,23.29,28.92,36.13,"35,590","42,990","48,440","60,160","75,140",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-1029,"Designers, All Other",detailed,120,36.3,0.033,0.61,24.69,"51,350",16.5,10.44,11.77,21.53,29.52,54.21,"21,720","24,470","44,770","61,410","112,760",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2011,Actors,detailed,**,**,**,**,21.95,*,10.3,9.61,11.60,17.04,22.75,30.77,*,*,*,*,*,,TRUE
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2012,Producers and Directors,detailed,"1,680",12.2,0.483,0.59,33.76,"70,210",2.7,16.66,22.37,30.65,38.72,55.05,"34,660","46,530","63,750","80,530","114,500",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2022,Coaches and Scouts,detailed,"3,220",13.5,0.925,0.56,*,"44,640",4.4,*,*,*,*,*,"18,070","24,020","38,440","54,690","81,410",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,460,8.4,0.131,1.01,*,"32,760",6.4,*,*,*,*,*,"20,420","22,990","33,490","39,020","47,190",TRUE,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2032,Choreographers,detailed,**,**,**,**,32.53,"67,670",9.7,9.14,21.01,31.06,46.28,55.34,"19,000","43,700","64,610","96,260","115,110",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2041,Music Directors and Composers,detailed,130,23.9,0.038,0.36,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-2042,Musicians and Singers,detailed,470,36.1,0.134,0.48,38.74,*,15.6,8.55,16.45,40.19,55.41,61.13,*,*,*,*,*,,TRUE
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3011,Radio and Television Announcers,detailed,590,35.5,0.169,0.84,25.59,"53,230",12.3,10.65,13.98,17.74,25.60,39.49,"22,150","29,080","36,900","53,250","82,140",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3012,Public Address System and Other Announcers,detailed,340,16.4,0.097,1.75,*,*,*,*,*,*,*,*,*,*,*,*,*,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3022,Reporters and Correspondents,detailed,410,12.9,0.118,0.43,19.93,"41,460",8.7,9.22,12.05,16.32,23.81,35.43,"19,190","25,070","33,950","49,520","73,700",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3031,Public Relations Specialists,detailed,"9,350",5.8,2.681,1.64,32.40,"67,400",2.1,15.69,21.19,28.35,39.54,54.58,"32,620","44,070","58,970","82,240","113,520",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3041,Editors,detailed,"1,520",8.3,0.436,0.64,32.41,"67,410",7.5,15.73,20.38,26.58,34.46,47.65,"32,730","42,400","55,290","71,680","99,110",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3042,Technical Writers,detailed,"1,760",12.5,0.506,1.44,35.98,"74,840",2.5,21.33,27.03,35.07,43.52,49.21,"44,360","56,220","72,950","90,530","102,360",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3043,Writers and Authors,detailed,640,9.6,0.185,0.58,29.38,"61,110",2.8,13.07,20.28,27.50,39.14,47.28,"27,180","42,190","57,200","81,410","98,340",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3091,Interpreters and Translators,detailed,**,**,**,**,24.76,"51,510",6.8,13.54,16.31,22.91,33.00,37.99,"28,160","33,920","47,640","68,630","79,010",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-3099,"Media and Communication Workers, All Other",detailed,120,21.3,0.034,0.23,19.18,"39,890",8.9,8.66,10.95,15.94,27.64,32.78,"18,010","22,770","33,150","57,490","68,190",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4011,Audio and Video Equipment Technicians,detailed,"1,630",15.5,0.467,0.92,20.01,"41,620",3.3,10.96,13.82,18.67,23.99,30.24,"22,800","28,750","38,840","49,890","62,900",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4012,Broadcast Technicians,detailed,350,11.9,0.101,0.47,18.92,"39,350",4.0,10.00,11.96,16.30,21.11,33.53,"20,800","24,880","33,910","43,910","69,740",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4014,Sound Engineering Technicians,detailed,150,23.1,0.042,0.45,25.78,"53,620",9.0,13.20,16.73,20.60,32.98,45.80,"27,460","34,800","42,860","68,590","95,260",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4021,Photographers,detailed,"1,060",17.2,0.304,0.88,17.42,"36,230",4.8,8.99,10.70,13.95,19.52,28.18,"18,690","22,260","29,020","40,600","58,610",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,330,22.4,0.096,0.66,28.29,"58,830",6.2,12.80,17.57,25.57,31.43,48.27,"26,620","36,550","53,180","65,380","100,390",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4032,Film and Video Editors,detailed,480,14.0,0.137,0.64,26.98,"56,120",7.4,12.93,17.92,22.82,29.27,47.04,"26,880","37,270","47,460","60,890","97,850",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",27-4099,"Media and Communication Equipment Workers, All Other",detailed,110,36.4,0.031,0.23,40.57,"84,380",3.9,25.49,33.86,40.98,47.49,51.48,"53,020","70,430","85,240","98,780","107,090",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-0000,Healthcare Practitioners and Technical Occupations,major,"187,980",2.3,53.938,0.90,38.03,"79,110",1.7,15.94,22.93,32.30,44.40,62.36,"33,150","47,700","67,180","92,350","129,700",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1011,Chiropractors,detailed,920,26.5,0.265,1.12,34.95,"72,700",12.3,17.86,25.67,30.48,52.13,58.52,"37,150","53,400","63,390","108,430","121,710",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1021,"Dentists, General",detailed,"3,060",14.0,0.877,1.13,82.11,"170,790",9.2,36.19,46.32,72.31,#,#,"75,280","96,350","150,400",#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1022,Oral and Maxillofacial Surgeons,detailed,**,**,**,**,99.42,"206,790",18.7,29.20,43.64,#,#,#,"60,740","90,770",#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1029,"Dentists, All Other Specialists",detailed,**,**,**,**,128.55,"267,380",24.9,45.51,#,#,#,#,"94,650",#,#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1031,Dietitians and Nutritionists,detailed,"1,320",6.9,0.380,0.86,25.34,"52,710",6.6,11.26,19.93,26.23,30.35,37.35,"23,430","41,450","54,560","63,130","77,690",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1041,Optometrists,detailed,690,20.0,0.199,0.76,61.60,"128,120",14.7,25.88,31.61,47.22,76.92,#,"53,830","65,750","98,220","159,990",#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1051,Pharmacists,detailed,"6,220",6.7,1.784,0.82,59.35,"123,440",1.2,49.42,54.04,60.08,67.97,75.85,"102,790","112,410","124,960","141,380","157,780",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1061,Anesthesiologists,detailed,720,34.1,0.206,0.96,108.29,"225,240",11.1,28.96,85.25,#,#,#,"60,240","177,310",#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1062,Family and General Practitioners,detailed,"1,570",18.4,0.451,0.51,93.57,"194,620",11.2,14.61,48.21,93.28,#,#,"30,390","100,280","194,020",#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1063,"Internists, General",detailed,"2,090",44.3,0.599,2.02,56.18,"116,860",4.6,27.06,41.58,50.06,62.10,91.08,"56,290","86,480","104,130","129,170","189,440",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1064,Obstetricians and Gynecologists,detailed,340,31.7,0.097,0.73,87.79,"182,600",23.5,25.97,28.92,89.66,#,#,"54,010","60,150","186,500",#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1065,"Pediatricians, General",detailed,640,35.6,0.183,0.90,102.58,"213,370",13.1,54.09,62.79,95.08,#,#,"112,510","130,600","197,770",#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1066,Psychiatrists,detailed,390,34.6,0.113,0.64,110.64,"230,130",10.0,28.10,84.53,#,#,#,"58,440","175,820",#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1067,Surgeons,detailed,"1,450",16.4,0.417,1.54,105.38,"219,190",9.6,32.72,67.39,#,#,#,"68,050","140,160",#,#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1069,"Physicians and Surgeons, All Other",detailed,"5,600",12.5,1.608,0.64,91.70,"190,730",8.5,28.01,38.08,91.03,#,#,"58,260","79,200","189,340",#,#,,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1071,Physician Assistants,detailed,"2,210",15.2,0.635,0.83,45.95,"95,580",5.8,18.40,39.40,50.44,58.17,62.83,"38,280","81,950","104,920","120,990","130,690",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1122,Occupational Therapists,detailed,"3,830",12.7,1.099,1.24,48.57,"101,030",3.7,31.37,36.55,46.97,60.17,73.57,"65,240","76,020","97,700","125,160","153,030",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1123,Physical Therapists,detailed,"5,870",10.2,1.684,1.06,46.11,"95,900",2.4,29.96,36.19,44.78,55.87,69.31,"62,320","75,280","93,140","116,210","144,170",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1124,Radiation Therapists,detailed,500,43.4,0.143,1.18,36.01,"74,890",3.5,30.33,32.14,35.09,38.04,45.86,"63,090","66,860","72,990","79,110","95,380",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1125,Recreational Therapists,detailed,290,22.4,0.084,0.65,20.14,"41,880",5.6,8.63,13.14,17.95,27.11,31.82,"17,950","27,330","37,330","56,390","66,190",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1126,Respiratory Therapists,detailed,"3,290",6.7,0.944,1.05,29.92,"62,230",1.1,22.33,25.95,29.56,34.34,37.87,"46,450","53,970","61,480","71,420","78,760",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1127,Speech-Language Pathologists,detailed,"5,090",11.4,1.461,1.46,41.92,"87,200",5.1,25.92,30.27,38.97,51.83,67.20,"53,910","62,950","81,050","107,800","139,770",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1128,Exercise Physiologists,detailed,140,24.6,0.040,0.91,22.61,"47,030",7.8,15.89,17.48,20.58,24.77,32.91,"33,060","36,360","42,800","51,520","68,450",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1129,"Therapists, All Other",detailed,**,**,**,**,34.32,"71,390",3.2,25.86,28.16,30.70,42.58,46.67,"53,780","58,570","63,850","88,570","97,080",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1131,Veterinarians,detailed,"1,140",15.5,0.326,0.67,51.05,"106,180",7.1,28.25,36.14,45.80,57.12,64.73,"58,760","75,160","95,270","118,810","134,650",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1141,Registered Nurses,detailed,"59,570",3.8,17.092,0.84,35.90,"74,670",1.3,25.53,29.34,35.39,42.24,48.19,"53,110","61,030","73,610","87,860","100,240",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1151,Nurse Anesthetists,detailed,"1,410",26.9,0.405,1.35,78.81,"163,920",5.2,63.03,70.29,81.15,92.55,99.54,"131,100","146,200","168,790","192,500","207,050",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1161,Nurse Midwives,detailed,70,27.5,0.019,0.42,51.61,"107,340",4.0,37.94,43.74,51.50,59.53,69.54,"78,910","90,970","107,120","123,830","144,640",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1171,Nurse Practitioners,detailed,"3,190",10.5,0.914,0.78,52.06,"108,290",2.8,39.55,44.53,52.21,59.73,68.31,"82,260","92,610","108,590","124,240","142,090",,
TX,19100,"Dallas-Fort Worth-Arlington, TX",29-1181,Audiologists,detailed,**,**,**,**,34.05,"70,820",5.6,12.23,31.50,35.15,38.96,47.18,"25,430","65,510","73,120","81,030","98,120",,
